TranscriptID	Count
unassigned_transcript_1	0
unassigned_transcript_2	6
unassigned_transcript_3	660
unassigned_transcript_4	0
unassigned_transcript_5	2
unassigned_transcript_6	2
unassigned_transcript_7	0
unassigned_transcript_8	14
unassigned_transcript_9	18
unassigned_transcript_10	40
unassigned_transcript_11	2
unassigned_transcript_12	13161
unassigned_transcript_13	47
unassigned_transcript_14	0
unassigned_transcript_15	0
unassigned_transcript_16	0
unassigned_transcript_17	0
unassigned_transcript_18	0
unassigned_transcript_19	0
unassigned_transcript_20	0
unassigned_transcript_21	2
unassigned_transcript_22	0
unassigned_transcript_23	0
unassigned_transcript_24	0
unassigned_transcript_25	0
unassigned_transcript_26	0
unassigned_transcript_27	0
unassigned_transcript_28	1368
unassigned_transcript_29	5
unassigned_transcript_30	29
unassigned_transcript_31	0
unassigned_transcript_32	55
unassigned_transcript_33	0
unassigned_transcript_34	0
unassigned_transcript_35	0
unassigned_transcript_36	8
unassigned_transcript_37	0
unassigned_transcript_38	0
unassigned_transcript_39	0
unassigned_transcript_40	25
unassigned_transcript_41	0
unassigned_transcript_42	10
unassigned_transcript_43	4
unassigned_transcript_44	4
unassigned_transcript_45	0
unassigned_transcript_46	62
unassigned_transcript_47	8
unassigned_transcript_48	0
unassigned_transcript_49	0
unassigned_transcript_50	0
unassigned_transcript_51	0
unassigned_transcript_52	0
unassigned_transcript_53	0
unassigned_transcript_54	0
unassigned_transcript_56	0
unassigned_transcript_57	24
unassigned_transcript_58	630
unassigned_transcript_59	8
unassigned_transcript_60	144
unassigned_transcript_61	17
unassigned_transcript_62	0
unassigned_transcript_63	0
unassigned_transcript_64	0
unassigned_transcript_65	0
unassigned_transcript_66	0
unassigned_transcript_67	62
unassigned_transcript_68	1
unassigned_transcript_69	0
unassigned_transcript_70	0
unassigned_transcript_71	0
unassigned_transcript_72	0
unassigned_transcript_73	0
unassigned_transcript_74	0
unassigned_transcript_75	0
unassigned_transcript_76	0
unassigned_transcript_77	0
unassigned_transcript_78	24
unassigned_transcript_79	212
unassigned_transcript_80	2
unassigned_transcript_81	0
unassigned_transcript_82	0
unassigned_transcript_83	0
unassigned_transcript_84	2
unassigned_transcript_85	0
unassigned_transcript_86	0
unassigned_transcript_87	0
unassigned_transcript_88	0
unassigned_transcript_89	9
unassigned_transcript_90	10
unassigned_transcript_91	11
unassigned_transcript_92	4
unassigned_transcript_93	6
unassigned_transcript_94	0
unassigned_transcript_95	2
unassigned_transcript_96	0
unassigned_transcript_97	0
unassigned_transcript_98	0
unassigned_transcript_99	0
unassigned_transcript_100	0
unassigned_transcript_101	0
unassigned_transcript_102	0
unassigned_transcript_103	0
unassigned_transcript_104	0
unassigned_transcript_105	0
unassigned_transcript_106	0
unassigned_transcript_107	62
unassigned_transcript_108	0
unassigned_transcript_109	0
unassigned_transcript_110	0
unassigned_transcript_111	0
unassigned_transcript_112	0
unassigned_transcript_113	0
unassigned_transcript_114	16
unassigned_transcript_115	20
unassigned_transcript_116	0
unassigned_transcript_118	0
unassigned_transcript_119	20
unassigned_transcript_120	0
unassigned_transcript_121	0
unassigned_transcript_122	10
unassigned_transcript_123	25
unassigned_transcript_124	20
unassigned_transcript_125	0
unassigned_transcript_126	0
unassigned_transcript_127	0
unassigned_transcript_128	1
unassigned_transcript_129	0
unassigned_transcript_130	0
unassigned_transcript_131	6
unassigned_transcript_132	0
unassigned_transcript_133	5
unassigned_transcript_134	0
unassigned_transcript_135	0
unassigned_transcript_136	0
unassigned_transcript_137	149
unassigned_transcript_138	28
unassigned_transcript_139	30
unassigned_transcript_140	0
unassigned_transcript_141	0
unassigned_transcript_142	89
unassigned_transcript_143	36
unassigned_transcript_144	0
unassigned_transcript_145	0
unassigned_transcript_146	0
unassigned_transcript_147	41
unassigned_transcript_148	6
unassigned_transcript_149	2
unassigned_transcript_150	0
unassigned_transcript_151	5
unassigned_transcript_152	1
unassigned_transcript_153	0
unassigned_transcript_154	10
unassigned_transcript_155	0
unassigned_transcript_156	0
unassigned_transcript_157	0
unassigned_transcript_158	0
unassigned_transcript_159	0
unassigned_transcript_160	2
unassigned_transcript_161	2
unassigned_transcript_162	0
unassigned_transcript_163	22
unassigned_transcript_164	0
unassigned_transcript_165	0
unassigned_transcript_166	2
unassigned_transcript_167	23
unassigned_transcript_168	0
unassigned_transcript_169	0
unassigned_transcript_170	0
unassigned_transcript_171	2
unassigned_transcript_172	0
unassigned_transcript_173	4
unassigned_transcript_175	0
unassigned_transcript_176	611
unassigned_transcript_177	4
unassigned_transcript_178	0
unassigned_transcript_179	0
unassigned_transcript_180	4
unassigned_transcript_181	0
unassigned_transcript_182	0
unassigned_transcript_183	0
unassigned_transcript_184	0
unassigned_transcript_185	0
unassigned_transcript_186	0
unassigned_transcript_187	0
unassigned_transcript_188	0
unassigned_transcript_189	0
unassigned_transcript_190	10
unassigned_transcript_191	4
unassigned_transcript_192	0
unassigned_transcript_193	0
unassigned_transcript_194	0
unassigned_transcript_195	0
unassigned_transcript_196	0
unassigned_transcript_197	2
unassigned_transcript_198	0
unassigned_transcript_199	0
unassigned_transcript_200	0
unassigned_transcript_201	0
unassigned_transcript_202	0
unassigned_transcript_203	0
unassigned_transcript_204	0
unassigned_transcript_205	0
unassigned_transcript_206	0
unassigned_transcript_207	0
unassigned_transcript_208	0
unassigned_transcript_209	0
unassigned_transcript_210	0
unassigned_transcript_211	10
unassigned_transcript_212	0
unassigned_transcript_213	18
unassigned_transcript_214	0
unassigned_transcript_215	0
unassigned_transcript_216	0
unassigned_transcript_217	0
unassigned_transcript_218	0
unassigned_transcript_219	0
unassigned_transcript_220	0
unassigned_transcript_221	0
unassigned_transcript_222	0
unassigned_transcript_223	0
unassigned_transcript_224	0
unassigned_transcript_225	0
unassigned_transcript_226	0
unassigned_transcript_227	1
unassigned_transcript_228	3
unassigned_transcript_229	2
unassigned_transcript_230	0
unassigned_transcript_231	0
unassigned_transcript_232	0
unassigned_transcript_233	0
unassigned_transcript_234	0
unassigned_transcript_235	0
unassigned_transcript_236	0
unassigned_transcript_237	0
unassigned_transcript_238	0
unassigned_transcript_239	0
unassigned_transcript_240	0
unassigned_transcript_241	0
unassigned_transcript_242	0
unassigned_transcript_243	0
unassigned_transcript_244	0
unassigned_transcript_245	0
unassigned_transcript_246	2
unassigned_transcript_247	0
unassigned_transcript_248	0
unassigned_transcript_249	0
unassigned_transcript_250	0
unassigned_transcript_251	0
unassigned_transcript_252	0
unassigned_transcript_253	0
unassigned_transcript_254	16
unassigned_transcript_256	0
unassigned_transcript_257	0
unassigned_transcript_258	0
unassigned_transcript_259	0
unassigned_transcript_260	0
unassigned_transcript_261	0
unassigned_transcript_262	0
unassigned_transcript_263	0
unassigned_transcript_264	0
unassigned_transcript_265	0
unassigned_transcript_266	0
unassigned_transcript_267	0
unassigned_transcript_268	0
unassigned_transcript_269	1
unassigned_transcript_270	0
unassigned_transcript_271	0
unassigned_transcript_272	0
unassigned_transcript_273	0
unassigned_transcript_274	0
unassigned_transcript_275	0
unassigned_transcript_276	0
unassigned_transcript_277	0
unassigned_transcript_278	0
unassigned_transcript_279	0
unassigned_transcript_280	5
unassigned_transcript_281	0
unassigned_transcript_282	0
unassigned_transcript_283	98
unassigned_transcript_284	0
unassigned_transcript_285	4
unassigned_transcript_286	0
unassigned_transcript_287	84
unassigned_transcript_288	9
unassigned_transcript_289	0
unassigned_transcript_290	0
unassigned_transcript_291	0
unassigned_transcript_292	0
unassigned_transcript_293	0
unassigned_transcript_294	0
unassigned_transcript_295	0
unassigned_transcript_296	0
unassigned_transcript_297	49
unassigned_transcript_298	0
unassigned_transcript_299	0
unassigned_transcript_300	0
unassigned_transcript_301	0
unassigned_transcript_302	0
unassigned_transcript_303	0
unassigned_transcript_304	0
unassigned_transcript_305	0
unassigned_transcript_306	0
unassigned_transcript_307	1432
unassigned_transcript_308	24
unassigned_transcript_309	0
unassigned_transcript_310	4
unassigned_transcript_311	0
unassigned_transcript_312	24
unassigned_transcript_313	1
unassigned_transcript_314	0
unassigned_transcript_315	0
unassigned_transcript_316	3
unassigned_transcript_317	0
unassigned_transcript_318	0
unassigned_transcript_319	0
unassigned_transcript_320	0
unassigned_transcript_321	0
unassigned_transcript_322	0
unassigned_transcript_323	0
unassigned_transcript_324	0
unassigned_transcript_325	0
unassigned_transcript_326	0
unassigned_transcript_327	0
unassigned_transcript_328	0
unassigned_transcript_329	0
unassigned_transcript_330	0
unassigned_transcript_331	0
unassigned_transcript_332	0
unassigned_transcript_333	0
unassigned_transcript_334	0
unassigned_transcript_335	0
unassigned_transcript_336	0
unassigned_transcript_337	0
unassigned_transcript_338	0
unassigned_transcript_339	0
unassigned_transcript_340	0
unassigned_transcript_341	0
unassigned_transcript_342	0
unassigned_transcript_343	0
unassigned_transcript_344	0
unassigned_transcript_345	0
unassigned_transcript_346	0
unassigned_transcript_347	13
unassigned_transcript_348	0
unassigned_transcript_349	4
unassigned_transcript_350	2
unassigned_transcript_351	16
unassigned_transcript_352	819
unassigned_transcript_353	0
unassigned_transcript_354	0
unassigned_transcript_355	0
unassigned_transcript_356	0
unassigned_transcript_357	0
unassigned_transcript_358	0
unassigned_transcript_359	0
unassigned_transcript_360	290
unassigned_transcript_361	378
unassigned_transcript_362	59
unassigned_transcript_363	639
unassigned_transcript_364	0
unassigned_transcript_365	0
unassigned_transcript_366	0
unassigned_transcript_367	0
unassigned_transcript_368	1
unassigned_transcript_369	0
unassigned_transcript_370	2
unassigned_transcript_371	0
unassigned_transcript_372	0
unassigned_transcript_373	0
unassigned_transcript_374	0
unassigned_transcript_375	0
unassigned_transcript_376	0
unassigned_transcript_377	0
unassigned_transcript_378	0
unassigned_transcript_379	0
unassigned_transcript_380	0
unassigned_transcript_381	0
unassigned_transcript_382	4
unassigned_transcript_383	0
unassigned_transcript_384	0
unassigned_transcript_385	13
unassigned_transcript_386	0
unassigned_transcript_387	0
unassigned_transcript_388	0
unassigned_transcript_389	0
unassigned_transcript_390	2
unassigned_transcript_391	2
unassigned_transcript_392	0
unassigned_transcript_393	366
unassigned_transcript_394	0
unassigned_transcript_395	0
unassigned_transcript_396	0
unassigned_transcript_397	0
unassigned_transcript_398	0
unassigned_transcript_399	0
unassigned_transcript_400	0
unassigned_transcript_401	0
unassigned_transcript_402	0
unassigned_transcript_403	6
unassigned_transcript_404	92
unassigned_transcript_405	2
unassigned_transcript_406	0
unassigned_transcript_407	0
unassigned_transcript_408	0
unassigned_transcript_409	0
unassigned_transcript_410	0
unassigned_transcript_411	0
unassigned_transcript_412	14
unassigned_transcript_413	4
unassigned_transcript_414	0
unassigned_transcript_415	0
unassigned_transcript_416	0
unassigned_transcript_417	0
unassigned_transcript_418	0
unassigned_transcript_419	0
unassigned_transcript_420	0
unassigned_transcript_421	1
unassigned_transcript_422	0
unassigned_transcript_423	0
unassigned_transcript_424	0
unassigned_transcript_425	65
unassigned_transcript_426	0
unassigned_transcript_427	0
unassigned_transcript_428	0
unassigned_transcript_429	0
unassigned_transcript_430	0
unassigned_transcript_431	0
unassigned_transcript_432	0
unassigned_transcript_433	0
unassigned_transcript_434	165
unassigned_transcript_435	0
unassigned_transcript_436	0
unassigned_transcript_437	2
unassigned_transcript_438	5
unassigned_transcript_439	0
unassigned_transcript_440	0
unassigned_transcript_441	0
unassigned_transcript_442	0
unassigned_transcript_443	0
unassigned_transcript_444	2
unassigned_transcript_445	0
unassigned_transcript_446	0
unassigned_transcript_447	0
unassigned_transcript_448	17
unassigned_transcript_449	5
unassigned_transcript_450	0
unassigned_transcript_451	0
unassigned_transcript_452	0
unassigned_transcript_453	0
unassigned_transcript_454	3
unassigned_transcript_455	0
unassigned_transcript_456	0
unassigned_transcript_457	2
unassigned_transcript_458	0
unassigned_transcript_459	22
unassigned_transcript_460	0
unassigned_transcript_461	0
unassigned_transcript_462	0
unassigned_transcript_463	0
unassigned_transcript_464	0
unassigned_transcript_465	0
unassigned_transcript_466	0
unassigned_transcript_467	0
unassigned_transcript_468	1
unassigned_transcript_469	1
unassigned_transcript_470	0
unassigned_transcript_471	0
unassigned_transcript_472	6
unassigned_transcript_473	11
unassigned_transcript_474	0
unassigned_transcript_475	0
unassigned_transcript_476	186
unassigned_transcript_477	34
unassigned_transcript_478	0
unassigned_transcript_479	0
unassigned_transcript_480	0
unassigned_transcript_481	0
unassigned_transcript_482	0
unassigned_transcript_483	0
unassigned_transcript_484	0
unassigned_transcript_485	0
unassigned_transcript_486	0
unassigned_transcript_487	0
unassigned_transcript_488	0
unassigned_transcript_489	267
unassigned_transcript_490	0
unassigned_transcript_491	0
unassigned_transcript_492	0
unassigned_transcript_493	0
unassigned_transcript_494	0
unassigned_transcript_495	0
unassigned_transcript_496	3
unassigned_transcript_497	2
